OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;YEAR;COAST_DIST_M;NOTES
816;Italy;Centrale Eolica Offshore Brindisi;;108;Planned;;5596,065427; 
817;Italy;Civitavecchia A;;225;Planned;;22685,71805; 
818;Italy;Civitavecchia B;;375;Planned;;23916,43305; 
819;Italy;Del Toro 1;;293;Planned;;15370,4536; 
820;Italy;Del Toro 2;;293;Planned;;21813,08609; 
821;Italy;Elymo A;;858;Planned;;53301,98029; 
822;Italy;Elymo B;;435;Planned;;30026,42477; 
823;Italy;Fortevento;;585;Planned;;8350,591185; 
824;Italy;Golfo di Taranto;;1500;Planned;;9004,045827; 
825;Italy;Gulf of Gela;;384;Planned;;52516,10548; 
826;Italy;Gulf of Gela;;384;Planned;;52516,10548; 
827;Italy;HyMed;;3200;Planned;;26186,88164; 
828;Italy;Iron Solar;;525;Planned;;18609,38934; 
829;Italy;Kailia Energia;;1176;Planned;;3618,608129; 
830;Italy;Krimisa;;1100;Planned;;2180,515025; 
831;Italy;Lupiae Maris;;525;Planned;;18609,38934; 
832;Italy;Marche 1;;500;Planned;;11592,56203; 
833;Italy;Mazara del Vallo Offshore;;1110;Planned;;61559,83612; 
834;Italy;Medio Adriatico;;800;Planned;;10491,78483; 
835;Italy;MedWind;;2793;Planned;;53379,39877; 
836;Italy;Messapia;;1300;Planned;;25833,0483; 
837;Italy;Minervia Energia;;675;Planned;;17026,7404; 
838;Italy;MoDiCa;;510;Planned;;10693,75693; 
839;Italy;MoDiCa 2;;510;Planned;;15865,12128; 
840;Italy;Molise;;1800;Planned;;38517,32241; 
841;Italy;Monopoli;;600;Planned;;61588,38379; 
842;Italy;NEREUS Offshore;;2205;Planned;;33274,74452; 
843;Italy;Nora Energia 1;;795;Planned;;7329,507789; 
844;Italy;Nora Energia 2;;600;Planned;;13809,48218; 
845;Italy;Northwestern Tyrrhenian Sea;;1008;Planned;;49323,92702; 
846;Italy;Nurax;;462;Planned;;25406,04421; 
847;Italy;Odra Energia;;1350;Planned;;15724,14329; 
848;Italy;Ostro;;600;Planned;;5855,157376; 
849;Italy;Pozzallo Offshore;;800;Planned;;42634,09371; 
850;Italy;Puglia A;;1005;Planned;;9489,889017; 
851;Italy;Puglia B;;930;Planned;;6708,387967; 
852;Italy;Rimini;;330;Planned;;15825,35907; 
853;Italy;Sardegna;;480;Planned;;38609,67517; 
854;Italy;Sardegna 1;;550;Planned;;15460,48741; 
855;Italy;Sardegna 2;;825;Planned;;15901,06538; 
856;Italy;Sardinia Northeast - AvenHexicon;;2150;Planned;;32746,45011; 
857;Italy;Sardinia Northwest - AvenHexicon;;1350;Planned;;27874,84539; 
858;Italy;Seabass;;810;Planned;;21172,86981; 
859;Italy;Sicilia A;;1020;Planned;;48857,75475; 
860;Italy;Sicilia B;;1005;Planned;;48857,75475; 
861;Italy;Sicily;;504;Planned;;52663,39862; 
862;Italy;Sicily South - AvenHexicon;;1200;Planned;;24616,52451; 
863;Italy;Taranto Offshore;10;30;Production;2022;1422,356469; 
864;Italy;Thalassa;;525;Planned;;37188,42988; 
865;Italy;Tibula Energia;;975;Planned;;12021,75123; 
866;Italy;Veneto 1;;500;Planned;;21020,94931; 
867;Italy;Vieste;;1200;Planned;;24919,04805; 
868;Italy;Zefiro;168;2016;Planned;;1988,268461; 
869;Latvia;Baltic Wind Park Phase 1;;200;Planned;;17203,50386; 
870;Latvia;Baltic Wind Park Phase 2;;300;Planned;;17203,50386; 
871;Latvia;JK Energy;;900;Planned;;6683,840607; 
872;Lithuania;Lithuanian Tender 1;;700;Planned;;36262,42833; 
873;Lithuania;Lithuanian Tender 2;;700;Planned;;48868,5823; 
874;Netherlands;Borssele Site V;;19;Production;2020;35684,96769; 
875;Netherlands;Eneco Luchterduinen;43;129;Production;2015;23795,13894; 
876;Netherlands;Gemini;150;600;Production;2016;60905,85922; 
877;Netherlands;Hollandse Kust Noord Holland I - II;;759;Construction;;24155,10501; 
878;Netherlands;Hollandse Kust Zuid Holland I - II;70;770;Construction;;25894,52504; 
879;Netherlands;Hollandse Kust Zuid Holland III - IV;70;770;Construction;;25777,04183; 
880;Netherlands;Irene Vorrink I;19;11,4;Dismantled;1996;6875,12849;2022
881;Netherlands;Irene Vorrink II;9;5,4;Dismantled;1997;6875,12849;2022
882;Netherlands;Lely;4;2;Dismantled;1997;15813,80547;2016
883;Netherlands;Westermeerdijk buitendijks;48;144;Production;2016;6769,24356; 
884;Netherlands;Windpark Fryslân;89;382,7;Production;2021;4100,121942; 
885;Netherlands;Windplanblauw;24;132;Construction;;6714,939265; 
886;Norway;Bluewater - Metcentre;;15;Planned;;10442,38513; 
887;Norway;Draugen;;;Planned;;58897,11242; 
888;Norway;Flagship - Metcentre;;10;Approved;;9225,51976; 
889;Norway;Hywind Metcentre;1;2,3;Production;2009;8167,630057; 
890;Norway;Hywind Tampen;11;88;Production;2023;100489,0735; 
891;Norway;Marine Energy Test Centre Karmoy Fixed;2;10;Test site;2019;5360,022566; 
892;Norway;Marine Energy Test Centre Karmoy Floating;2;10;Test site;2019;5360,022566; 
893;Norway;SeaTwirl S2;1;1;Approved;;374,2737102; 
894;Norway;Sorlige Nordsjo II Phase 1;;1000;Planned;;176650,0102; 
895;Norway;TetraSpar Demonstrator;;3,6;Production;2021;9479,077309; 
896;Norway;TwinWay - Metcentre;;6;Planned;;9872,900814; 
897;Norway;WIN WIN prototype;;6;Planned;;1373,629067; 
898;Norway;Windcatcher;;75;Planned;;1267,844529; 
899;Poland;Baltex 2;;560;Planned;;49142,35112; 
900;Poland;Baltic Power;;1200;Planned;;28426,90698; 
901;Poland;Baltica 1;;900;Planned;;68610,91383; 
902;Poland;Baltica 2;;1498;Planned;;38842,06607; 
903;Poland;Baltica 3;;1045,5;Planned;;33058,53381; 
904;Poland;Baltyk I Phase 1;190;1140;Planned;;51081,33172; 
905;Poland;Baltyk I Phase 2;70;420;Planned;;57895,82734; 
906;Poland;Baltyk II;;720;Planned;;38794,62712; 
907;Poland;Baltyk III;;720;Planned;;26496,00776; 
908;Poland;B-Wind;;200;Planned;;25173,27464; 
909;Poland;C-Wind;;200;Planned;;27729,06227; 
910;Poland;FEW Baltic II;;350;Planned;;30662,33922; 
911;Poland;Licence Application No. 76;;14;Planned;;26149,80157; 
912;Portugal;Nortada;;2000;Planned;;17265,34408; 
913;Portugal;Offshore Island Porto Santo;;10;Planned;;4065,208957; 
914;Portugal;Viana do Castelo;;600;Planned;;14473,39584; 
915;Portugal;WavEC;;2;Planned;;10325,87023; 
916;Portugal;WindFloat Prototype;1;2;Dismantled;2012;6019,182706;2016
917;Romania;Black Sea 1;;500;Planned;;4083,551254; 
918;Romania;Black Sea 2;;1400;Planned;;4118,987119; 
919;Spain;Albaicin;;510;Planned;;6912,988645; 
920;Spain;Alisio Offshore;;49,9;Planned;;3959,873127; 
921;Spain;Alwind;;300;Planned;;4836,639196; 
922;Spain;Andamana;;240;Planned;;9573,47496; 
923;Spain;Archime 3;;1,5;Planned;;2138,234592; 
924;Spain;Atlantida;;300;Planned;;9433,525535; 
925;Spain;Bandama Offshore;;195;Planned;;2876,103465; 
926;Spain;Breogan;;510;Planned;;4756,971147; 
927;Spain;Cabildo;;49,9;Planned;;5149,766499; 
928;Spain;CanArray;;48;Planned;;5205,567661; 
929;Spain;CanArray II;;132;Planned;;6053,231409; 
930;Spain;Canary Island Test Area;;310;Test site;;20234,40281; 
931;Spain;Canawind 1;;250;Planned;;8533,283903; 
932;Spain;Canawind 2;;250;Planned;;8207,455265; 
933;Spain;Cardon;;50;Planned;;11214,22594; 
934;Spain;Catwind;;1200;Planned;;20256,4717; 
935;Spain;Celta I;;495;Planned;;30242,69439; 
936;Spain;Celta II;;510;Planned;;35102,80538; 
937;Spain;Colombino;;49,9;Planned;;4623,878751; 
938;Spain;Creus;;510;Planned;;18611,49727; 
939;Spain;DemoSATH;1;2;Production;2023;3765,704496; 
940;Spain;DUNAS;;50;Planned;;8376,031338; 
941;Spain;Elican;1;5;Production;2018;3211,174072; 
942;Spain;Floating Power Plant - PLOCAN;;8;Approved;;4643,189864; 
943;Spain;Flocan 5;5;25;Planned;;6224,221359; 
944;Spain;FLOTANT;;10;Planned;;54037,35598; 
945;Spain;FOWCA;;225;Planned;;9832,741347; 
946;Spain;Galwind;;1000;Planned;;7371,829206; 
947;Spain;Gamesa 5MW Test Turbine;1;4,5;Test site;2013;22,36593438; 
948;Spain;Gavina;;500;Planned;;16263,47388; 
949;Spain;GEROA;;45;Planned;;9344,529923; 
950;Spain;Gofio;;50;Planned;;6469,002336; 
951;Spain;Gran Canaria Este;;144;Planned;;8348,946905; 
952;Spain;Gran Canaria Offshore;;210;Planned;;14009,81806; 
953;Spain;Granadilla;;50;Planned;;1082,323589; 
954;Spain;Guanche;;50;Planned;;7332,08511; 
955;Spain;L’Emporda;;510;Planned;;18426,71379; 
956;Spain;Lanzarote Este;;50;Planned;;4146,672463; 
957;Spain;Mar de Agata;;300;Planned;;9514,412806; 
958;Spain;Marino Drago;;260;Planned;;8347,726317; 
959;Spain;Marino Maresia;;254;Planned;;9727,838334; 
960;Spain;Medfloat Pilot Parc;;50;Planned;;10028,18534; 
961;Spain;Mencey;;150;Planned;;6918,857716; 
962;Spain;Mojo;;50;Planned;;9653,714084; 
963;Spain;MPS demo - BiMEP;;2,5;Planned;;2730,413479; 
964;Spain;Multiplat 2;;10;Planned;;4643,189864; 
965;Spain;Musica 4;;;Planned;;4560,567976; 
966;Spain;Nao Victoria;;990;Planned;;7992,516706; 
967;Spain;Nautilus (ES);;2;Planned;;16461,40101; 
968;Spain;Nordes Phase 1;;525;Planned;;56960,28129; 
969;Spain;Nordes Phase 2;;675;Planned;;56960,28129; 
970;Spain;Ocean H2;;6;Planned;;37629,06633; 
971;Spain;Pejeverde;;225;Planned;;6000,550564; 
972;Spain;Pivot Buoy - PLOCAN;;0,22;Construction;;2796,178625; 
973;Spain;Plocan;5;50;Production;2017;3211,174072; 
974;Spain;PLOCAN hybrid floating;;2;Planned;;52946,79103; 
975;Spain;PLOCAN W2Power WIP10 Scale prototype;1;0,2;Dismantled;;2592,062956;
976;Spain;Sahariano;;49,9;Planned;;4137,384509; 
977;Spain;Salinas I;;49,9;Planned;;9791,659921; 
978;Spain;San Augustin I;;49,9;Planned;;9420,232152; 
979;Spain;San Borondón;;238;Planned;;5579,290492; 
980;Spain;San Brandan;;490;Planned;;21519,80191; 
981;Spain;San Cibrao;;490;Planned;;20072,03874; 
982;Spain;Talasa;;50;Planned;;7332,08511; 
983;Spain;Tarahal;;225;Planned;;12448,62749; 
984;Spain;Timanfaya;;50;Planned;;2739,011945; 
985;Spain;Tramuntana Phase 1;;450;Planned;;15165,27781; 
986;Spain;Tramuntana Phase 2;;600;Planned;;16706,10099; 
987;Spain;Ventus Offshore;;600;Planned;;6848,22643; 
988;Spain;Volanteiro;;510;Planned;;32564,32763; 
989;Sweden;Anemone;;;Planned;;16577,95363; 
990;Sweden;Arkona Vindkraftpark;;1200;Planned;;31342,54741; 
991;Sweden;Aurora Offshore;;5500;Planned;;1756,814155; 
992;Sweden;Baltic Offshore Alpha;;1960;Planned;;44955,82982; 
993;Sweden;Baltic Offshore Beta;;3340;Planned;;34618,5021; 
994;Sweden;Baltic Offshore Delta;;5000;Planned;;49176,07162; 
995;Sweden;Baltic Offshore Epsilon;;3000;Planned;;43588,70163; 
996;Sweden;Blekinge Offshore AB;;1000;Planned;;8193,530806; 
997;Sweden;Bockstigen Offshore;5;2,75;Production;1998;2355,566195; 
998;Sweden;Dyning;;2000;Planned;;42149,62178; 
999;Sweden;Erik Segersäll Part 1;;2000;Planned;;48768,25999; 
1000;Sweden;Erik Segersäll Part 2;;2000;Planned;;48768,25999; 
1001;Sweden;Erik Segersäll Part 3;;2000;Planned;;48768,25999; 
1002;Sweden;Eystrasalt;;4000;Planned;;70957,34128; 
1003;Sweden;Fyrskeppet;;2000;Planned;;63187,18728; 
1004;Sweden;Gotland;;1500;Planned;;21925,46733; 
1005;Sweden;Gretas Klackar;;;Planned;;13678,31724; 
1006;Sweden;Gretas Klackar II;;;Planned;;13678,31724; 
1007;Sweden;Heimdall;;2400;Planned;;29116,82604; 
1008;Sweden;Herkules I;;1000;Planned;;79295,74089; 
1009;Sweden;Herkules II;;1750;Planned;;63388,35454; 
1010;Sweden;Karehamn;16;48;Production;2013;5343,596212; 
1011;Sweden;Kriegers Flak II;128;640;Approved;;32450,02493; 
1012;Sweden;Kultje;;2150;Planned;;30270,073; 
1013;Sweden;Langgrund;;;Planned;;5268,066397; 
1014;Sweden;Langgrund II;;;Planned;;8452,403247; 
1015;Sweden;Lillgrund;15;34,5;Production;2007;7813,543454; 
1016;Sweden;Lillgrund;21;48,3;Production;2007;7813,543454; 
1017;Sweden;Lillgrund;12;27,6;Production;2007;7813,543454; 
1018;Sweden;Mareld;;2300;Planned;;41519,33699; 
1019;Sweden;Najaderna;;1000;Planned;;25022,45102; 
1020;Sweden;Neptune;;2000;Planned;;16560,90464; 
1021;Sweden;Njord;;;Planned;;1756,814155; 
1022;Sweden;Nogersund;1;0,22;Dismantled;1990;269,1342877;2008
1023;Sweden;Norra Klasgrunden;;;Planned;;2976,365199; 
1024;Sweden;Olof Skötkonung;;1750;Planned;;29905,95843; 
1025;Sweden;Polargrund;;1600;Planned;;18792,78371; 
1026;Sweden;Poseidon Nord;;800;Planned;;28341,56953; 
1027;Sweden;Poseidon Syd;;200;Planned;;23074,41712; 
1028;Sweden;SeaTwirl 3MW;1;3;Dismantled;2011;3153,881745;2019
1029;Sweden;Sjollengrundet;;300;Planned;;4773,589774; 
1030;Sweden;Skane;;1500;Planned;;34108,3702; 
