OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;YEAR;COAST_DIST_M;AREA_SQKM;NOTES;Shape_Length;Shape_Area
975;Finland; ;;;Planned;;12662,97858;259,7238505; ;1,656594177;0,047118352
976;Finland; ;;;Planned;;3738,986125;685,3176116; ;1,730145323;0,120007911
977;Finland; ;;;Planned;;6150,131138;1007,154648; ;6,593034534;0,163890363
978;Finland; ;;;Planned;;6150,131138;1007,154648; ;6,593034534;0,163890363
979;Denmark; ;;;Planned;;5000,55137;10079,2766; ;14,92630586;1,458696544
980;Denmark; ;;;Planned;;0;5713,909591; ;18,9809048;0,824433608
981;Poland;PZP_14;;;Planned;;26188,49373;459,8387226; ;1,078344213;0,063741833
982;Poland;PZP_43;;;Planned;;38531,50994;118,3828206; ;0,579302982;0,016593536
983;Poland;PZP_44;;;Planned;;27742,7124;162,6616386; ;0,834489381;0,02286675
984;Poland;PZP_45;;;Planned;;22219,33224;698,922781; ;2,208328477;0,098233622
985;Poland;PZP_46;;;Planned;;22358,43708;249,7183915; ;1,124284668;0,03510652
986;Poland;PZP_53;;;Planned;;5383,810329;150,2148974; ;0,85509869;0,021309733
987;Poland;PZP_60;;;Planned;;43485,45965;470,8474273; ;1,977716466;0,067059163
988;Germany;EN16;;;Planned;;145718,3274;294,1253757; ;1,353289318;0,041840463
989;Germany;EN17;;;Planned;;176172,0098;345,9775546; ;1,896827992;0,048890066
990;Germany;EN20;;;Planned;;197543,0461;67,3954127; ;0,422165065;0,00951929
991;Germany;EN10;;;Planned;;109487,3586;194,7805689; ;0,932701877;0,027044192
992;Germany;EN4;;;Planned;;23501,83221;148,0239393; ;0,63496237;0,020502001
993;Germany;EN5;;;Planned;;66371,4509;124,4853333; ;0,911847902;0,017541822
994;Germany;EN11;;;Planned;;106404,0446;354,8655204; ;0,915740646;0,049540539
995;Germany;EN12;;;Planned;;116675,362;493,8070148; ;1,203367243;0,068950248
996;Germany;EN18;;;Planned;;182450,9827;193,7713473; ;1,361894895;0,027363007
997;Germany;EO1;;;Planned;;33486,99831;129,0261336; ;0,589070187;0,018032769
998;Germany;EN14;;;Planned;;136331,9333;145,0019052; ;0,72565692;0,020290407
999;Germany;EN15;;;Planned;;164082,1762;137,6148398; ;0,95709407;0,019280193
1000;Germany;EN13-Nord;;;Planned;;101017,3334;30,86843509; ;0,338474297;0,004360431
1001;Germany;EO2;;;Planned;;26311,57666;122,4041061; ;0,638874389;0,017114303
1002;Germany;EO3;;;Planned;;33139,0592;28,11504335; ;0,330648426;0,003943883
1003;Germany;EN13;;;Planned;;107776,7484;367,5358173; ;0,903413503;0,051694541
1004;Germany;EN7;;;Planned;;75915,23283;162,8734506; ;0,700899367;0,022496733
1005;Germany;EN19;;;Planned;;260465,4326;559,479437; ;1,3647459;0,080017784
1006;Germany;EO2-West;;;Planned;;22586,21724;54,68462786; ;0,572532052;0,007645608
1007;Germany;EN2;;;Planned;;34234,96815;222,6191141; ;0,668040808;0,030505772
1008;Germany;EN8;;;Planned;;85566,81503;168,16378; ;0,661037958;0,023321227
1009;Germany;EN6;;;Planned;;83701,82565;249,0120304; ;0,837359837;0,034351484
1010;Germany;EN9;;;Planned;;98842,03981;453,2507781; ;1,160841271;0,062842022
1011;Germany;EN1;;;Planned;;53084,41156;78,511959; ;0,512668965;0,01076439
1012;Germany;EN3;;;Planned;;32050,95738;307,6524991; ;0,979343366;0,042172904
1013;Sweden;B151;;;Planned;;21858,21631;204,6414175; ;0,841307711;0,033871113
1014;Sweden;V302;;;Planned;;24645,92416;65,56800755; ;0,454929029;0,009584469
1015;Sweden;Ö287;;;Planned;;4890,512285;7,316905452; ;0,13073352;0,001040281
1016;Sweden;B147;;;Planned;;48246,77006;221,904603; ;0,853802299;0,036886756
1017;Sweden;B107;;;Planned;;3172,624608;39,21258744; ;0,367181646;0,007211631
1018;Sweden;B108;;;Planned;;7566,704639;41,83541643; ;0,354840004;0,007666802
1019;Sweden;B142;;;Planned;;6822,523541;163,7447938; ;0,644295984;0,027609241
1020;Sweden;B143;;;Planned;;43564,0602;471,8406678; ;1,450291425;0,079182958
1021;Sweden;B146;;;Planned;;2147,932849;190,960838; ;0,692964607;0,031799801
1022;Sweden;B152;;;Planned;;9959,891661;183,4454058; ;0,838478383;0,030279946
1023;Sweden;Ö248;;;Planned;;47698,45293;484,7355203; ;1,07988248;0,069179851
1024;Sweden;Ö285;;;Planned;;28613,09449;70,5029344; ;0,503720805;0,009913261
1025;Sweden;V317;;;Planned;;7386,149169;66,11630846; ;0,406889317;0,009719435
1026;Sweden;V305;;;Planned;;6362,56622;24,49952307; ;0,259370079;0,003603713
1027;Netherlands;Windenergiegebied Borssele noordzijde;;;Planned;;26591,55347;114,2915672; ;0,630177259;0,014872481
1028;Netherlands;Windenergiegebied Borssele zuidzijde;;;Planned;;23718,55279;247,7724152; ;0,890096798;0,032248299
1029;Netherlands;HKW Noord - HKW-N;;;Planned;;51547,79345;206,7968402; ;0,818569934;0,027449219
1030;Netherlands;IJmuiden Ver 2021 - Y-VER;;;Planned;;62023,33718;460,7720274; ;1,063332645;0,061440226
1031;Netherlands;Hollandse Kust west zuidelijk deel (HK-w-z);;;Planned;;54119,38552;132,1367655; ;0,632389786;0,01750728
1032;Netherlands;Gebied 2 Zuid (2-z);;;Planned;;40718,96994;87,21617902; ;0,555383861;0,01168331
1033;Netherlands;Gebied 2 Noord (2-n);;;Planned;;32505,44247;757,893568; ;1,649666426;0,102159542
1034;Netherlands;Gebied 1 Zuid (1-z);;;Planned;;92597,17409;273,397741; ;0,887214656;0,036707229
1035;Netherlands;IJmuiden Ver Noord (IJ-Ver-n);;;Planned;;49466,8982;242,2849445; ;0,927479413;0,032484333
1036;Netherlands;Gebied 5 Oost (5-o);;;Planned;;82889,24386;385,4848179; ;1,251833185;0,053196744
1037;Netherlands;Gebied 1 Noord (1-n);;;Planned;;91935,6667;674,1543967; ;1,232054042;0,09112453
1038;Spain;ZAPER_CAN_LANZ1;;;Planned;;1710,431387;97,41250804; ;0,715223422;0,009023846
1039;Spain;ZAPER_CAN_FV2;;;Planned;;5280,591795;16,26485484; ;0,165071299;0,001498654
1040;Spain;ZAPER_CAN_FV1;;;Planned;;5168,663452;192,3398117; ;0,863978305;0,0176757
1041;Spain;ZAPER_CAN_TEN2;;;Planned;;823,9847962;70,80751856; ;0,57622802;0,006507829
1042;Spain;ZAPER_CAN_TEN1;;;Planned;;959,4347307;21,32962387; ;0,243831187;0,001956875
1043;Spain;ZAPER_LEBA_1;;;Planned;;10965,74852;250,1858066; ;0,706701008;0,027254319
1044;Spain;ZAPER_LEBA_2;;;Planned;;4756,470316;147,4277748; ;0,613780066;0,015563866
1045;Spain;ZAPER_LEBA_3;;;Planned;;10762,268;77,68908895; ;0,379515038;0,008179939
1046;Spain;ZAPER_NOR_2;;;Planned;;28752,00064;1807,819544; ;2,005397012;0,2025728
1047;Spain;ZAPER_NOR_3;;;Planned;;22455,25545;113,0449916; ;0,481563605;0,012685534
1048;Spain;ZAPER_NOR_5;;;Planned;;20428,82931;236,3779918; ;0,693345667;0,026503223
1049;Spain;ZAPER_NOR_6;;;Planned;;29573,72243;104,9929694; ;0,439978255;0,011761409
1050;Spain;ZAPER_NOR_7;;;Planned;;28895,30818;80,17800248; ;0,379913201;0,008978444
1051;Spain;ZAPER_NOR_8;;;Planned;;13858,34471;152,402306; ;0,569251697;0,017048102
1052;Spain;ZAPER_NOR_1;;;Planned;;22340,54269;117,725027; ;0,516221711;0,012766533
1053;Spain;ZAPER_ESAL_2;;;Planned;;7113,474111;688,9173877; ;1,310633183;0,069350279
1054;Spain;ZAPER_ESAL_1;;;Planned;;13606,06497;534,3566661; ;1,143947799;0,053621096
1055;Spain;ZAPER_NOR_4;;;Planned;;22099,6937;77,75321704; ;0,597660378;0,008724803
1056;Spain;ZAPER_CAN_GC1;;;Planned;;6352,036015;164,0144288; ;0,606343123;0,015024522
1057;Estonia; ;;;Planned;;10936,26402;475,4376375; ;1,726148041;0,071913558
1058;Estonia; ;;;Planned;;9903,634178;1217,896092; ;2,350754074;0,185726932
1059;Estonia; ;;;Planned;;53078,63206;87,96421675; ;0,474493739;0,013417006
1060;Portugal;WindFloat Atlantic;3;25;Production;2020;13145,9221;52,0286474; ;0,358788668;0,00563626
1061;France; ;;;Planned;;33524,44419;267,4935012; ;0,75909936;0,029560562
1062;France;Sud de la Bretagne Extension;;;Planned;;18203,39161;224,9404368; ;0,680990435;0,026765687
1063;France;Sud de la Bretagne Extension;;;Planned;;15251,97033;8,067477242; ;0,13798113;0,000959845
1064;Germany; ;;;Planned;;38882,86054;23,30940983; ;0,244102706;0,003263637
1065;Germany; ;;;Planned;;37564,34593;20,60270889; ;0,39562122;-0,001253913
1066;Germany; ;;;Planned;;34301,95884;10,4641082; ;0,171191824;0,001434998
1067;Germany; ;;;Planned;;76210,54537;50,15645694; ;0,8122563;-0,006915868
1068;Germany;EnBW Baltic I;;;Approved;;17331,2766;0,230906444; ;0,055664486;3,21374E-05
1069;Germany;Gennaker;103;865,2;Approved;;9761,93638;45,75161905; ;1,019250974;-0,005371224
1070;Germany;EnBW Windpark Baltic 2;80;288;Production;2015;33139,05941;30,21202273; ;0,337315537;0,004237976
1071;Germany;Arkona-Becken Südost;60;384;Production;2018;33759,37542;37,24763195; ;0,301274709;0,005200504
1072;Germany;EnBW Windpark Baltic 1;21;48,3;Production;2011;12085,80144;6,406523725; ;0,170782215;0,000891015
1073;Germany;Wikinger;70;366,1;Production;2017;34716,02416;32,24609251; ;0,257186726;0,004508071
1074;Germany;ARCADIS Ost 1;27;257,175;Construction;;18655,17525;24,68486331; ;0,370243955;0,003450271
1075;Germany;Baltic Eagle;83;476;Construction;;27642,95878;42,96430059; ;0,3318395;0,006005267
1076;Netherlands;OWF Egmond aan Zee;36;108;Production;2007;10019,42105;26,12691318; ;0,27238525;0,00346571
1077;Netherlands;OWF Prinses Amalia;60;120;Production;2008;23076,96162;21,66926285; ;0,213300159;0,002873192
1078;Netherlands;HKW Kavel VI;;756;Construction;2022;51581,17433;90,49803087; ;0,476876273;0,012035305
1079;Netherlands;HKW Kavel VII;;760;Approved;2022;53582,95876;97,46119474; ;0,528449448;0,012933834
1080;Sweden;Kattegatt Syd;;1200;Planned;;17686,29786;177,3022905; ;0,682719852;0,026058749
1081;Sweden;Galatea-Galene;21;400;Planned;;17745,01054;224,2517036; ;1,080406524;0,016679506
1082;Sweden;Poseidon;94;1400;Planned;;20322,07232;175,157946; ;1,15526756;-0,019659525
1083;United Kingdom; ;;99;Planned;;61385,09681;25,2602034; ;0,296027007;0,003864031
1084;United Kingdom; ;;99;Planned;;58204,09231;33,08271896; ;0,303867924;0,005053365
1085;United Kingdom; ;;100;Planned;;33007,26111;33,24336214; ;0,32242905;0,004995469
1086;United Kingdom; ;;50;Planned;;32294,3188;16,66076699; ;0,245127334;0,002495326
1087;United Kingdom; ;;100;Planned;;22450,59345;31,38509529; ;0,340345191;0,004453137
1088;United Kingdom; ;;560;Planned;;68125,10129;184,6407571; ;0,804370405;0,027948361
1089;United Kingdom; ;;1008;Planned;;84141,25687;332,454884; ;0,95578771;0,050136189
1090;United Kingdom; ;;15;Planned;;183102,1651;8,046115582; ;0,132911598;0,00121752
1091;United Kingdom; ;;1008;Planned;;201548,8728;332,6131684; ;0,893349388;0,050354858
1092;United Kingdom; ;;1008;Planned;;145976,2126;332,9532454; ;1,040523824;0,049160624
1093;United Kingdom; ;;1350;Planned;;187805,5648;332,90203; ;1,068757255;0,049350779
1094;United Kingdom; ;;3;Planned;;221021,383;2,001045143; ;0,065399292;0,0002972
1095;United Kingdom; ;;15;Planned;;259624,2524;8,045883272; ;0,1298075;0,001178104
1096;United Kingdom;Ossian Offshore Wind Farm;;3600;Planned;;79494,06993;858,4571913; ;2,022451171;0,125805704
1097;United Kingdom;Tallisk Offshore Wind Project;;495;Planned;;25206,43218;103,0936001; ;0,554988174;0,016007226
1098;United Kingdom;IN Sinclair;;;Planned;;61385,09932;25,26020417; ;0,296027002;0,003864031
1099;United Kingdom;IN Scaraben;;;Planned;;58204,09534;33,08271579; ;0,30386792;0,005053365
1100;United Kingdom;IN Nora;;;Planned;;32294,32061;16,66076419; ;0,245127323;0,002495326
1101;United Kingdom;IN Malin;;100;Planned;;22450,5956;31,38509911; ;0,34034521;0,004453137
1102;United Kingdom;IN Salamander;;;Planned;;33007,26326;33,24335999; ;0,32242905;0,004995469
